address,chain,reason,weight,context,seen_date
0xb0a1291cc82f38ffcda2476cc4519cc3991a3fd0,base,高度数节点 deg=551（疑似路由/分发设施）,551,jesse cluster,2026-07-18
0xf8cfd0344cc5552203be99c82474fda3ea0ea0f8,base,高度数节点 deg=7353（疑似路由/分发设施）,7353,jesse cluster,2026-07-18
0x0b9b7c1503f3242e992c11cb25d881612a483723,base,高度数节点 deg=1089（疑似路由/分发设施）,1089,jesse cluster,2026-07-18
0x90e3eae1f5f9e77e6b20dc1bdd6a8da7a8099b92,base,高度数节点 deg=1161（疑似路由/分发设施）,1161,jesse cluster,2026-07-18
0x44ecf3563c66ff35a0225b65a6af578e3fbd8eab,base,高度数节点 deg=1840（疑似路由/分发设施）,1840,jesse cluster,2026-07-18
0x50569c7b003e4148bc1392a1c1ebbce6c47b6d5c,base,高度数节点 deg=287（疑似路由/分发设施）,287,jesse cluster,2026-07-18
0x079c05e4fb7ff5423a8d2fad63c4cd39e985c997,base,高度数节点 deg=571（疑似路由/分发设施）,571,jesse cluster,2026-07-18
0x53bd9b288f37d25764aa1c74ca980bbc94b6385a,base,高度数节点 deg=532（疑似路由/分发设施）,532,jesse cluster,2026-07-18
0x756bcac51b9ec780b84e0a2dee598ec4123a5dc8,base,高度数节点 deg=2098（疑似路由/分发设施）,2098,jesse cluster,2026-07-18
0x7518bb3de17fbc338365bd3842d4735d46c6dccb,base,高度数节点 deg=201（疑似路由/分发设施）,201,jesse cluster,2026-07-18
0x49fb9c16b9b2a19452633573603c837673fd7e04,base,高度数节点 deg=2519（疑似路由/分发设施）,2519,jesse cluster,2026-07-18
0xdc5d8200a030798bc6227240f68b4dd9542686ef,base,高度数节点 deg=5371（疑似路由/分发设施）,5371,jesse cluster,2026-07-18
0x9a66ea93b00eee722aecf713cc875a4bd17dd2a2,base,高度数节点 deg=209（疑似路由/分发设施）,209,jesse cluster,2026-07-18
0xeaba8b61df3dcaac7c2f0c9a256accf69132a121,base,高度数节点 deg=250（疑似路由/分发设施）,250,jesse cluster,2026-07-18
0xfd78ba0f717223bebe555a777b70b86667837ff6,base,高度数节点 deg=295（疑似路由/分发设施）,295,jesse cluster,2026-07-18
0x1783c802ffecf2a5b330c706d7282009b127f4dd,base,高度数节点 deg=2498（疑似路由/分发设施）,2498,jesse cluster,2026-07-18
0x28d8959ae52477c99973adcb6bade97cfb788836,base,高度数节点 deg=2228（疑似路由/分发设施）,2228,jesse cluster,2026-07-18
0x7747f8d2a76bd6345cc29622a946a929647f2359,base,高度数节点 deg=3655（疑似路由/分发设施）,3655,jesse cluster,2026-07-18
0x6b6e87d2cc438c287a5550a8732c302454e4382b,base,高度数节点 deg=209（疑似路由/分发设施）,209,jesse cluster,2026-07-18
0xe6151691ff20684426d5dc017c0a3c4e1e533dee,base,高度数节点 deg=279（疑似路由/分发设施）,279,jesse cluster,2026-07-18
0x8f10b468b06c6fd214b65f87778827f7d113f996,base,高度数节点 deg=320（疑似路由/分发设施）,320,jesse cluster,2026-07-18
0x678518204fcdff4fe7731d10e131ec4a61b107f7,base,高度数节点 deg=309（疑似路由/分发设施）,309,jesse cluster,2026-07-18
0x00000009e70d153a81f4c972dd123c4b71b7441c,base,守门员FUNNEL in30/out39 ret=0.000（漏斗形状，判明身份后回填标签库）,288,jesse cluster,2026-07-18
0x9dd45e37a1ffa318263ab16178c537a8783b25cd,base,守门员FUNNEL in52/out110 ret=0.000（漏斗形状，判明身份后回填标签库）,2508,jesse cluster,2026-07-18
0x8a33650bbbd7622d7bf1b98d4ae851c134126c18,base,守门员FUNNEL in72/out71 ret=0.000（漏斗形状，判明身份后回填标签库）,459,jesse cluster,2026-07-18
0x2691f337abeb0146f16441ca4f82f363275851d5,base,守门员FUNNEL in226/out292 ret=0.000（漏斗形状，判明身份后回填标签库）,8983,jesse cluster,2026-07-18
0x2779bc3bd93ca20ff67bbcef39f1a3134e46dcbf,base,守门员FUNNEL in36/out32 ret=0.000（漏斗形状，判明身份后回填标签库）,364,jesse cluster,2026-07-18
0xe55bbed98db8f64d0d6813c819d6b037c2ee61be,base,守门员FUNNEL in3032/out3630 ret=0.001（漏斗形状，判明身份后回填标签库）,49295,jesse cluster,2026-07-18
0x756bcac51b9ec780b84e0a2dee598ec4123a5dc8,base,守门员FUNNEL in1925/out263 ret=0.026（漏斗形状，判明身份后回填标签库）,7835,jesse cluster,2026-07-18
0x7747f8d2a76bd6345cc29622a946a929647f2359,base,守门员FUNNEL in2569/out2108 ret=0.000（漏斗形状，判明身份后回填标签库）,45370,jesse cluster,2026-07-18
0x3c3ad27a7f71959fc305af9170d0dbf2846aea06,base,守门员FUNNEL in124/out308 ret=0.000（漏斗形状，判明身份后回填标签库）,32321,jesse cluster,2026-07-18
0x15c713440c441e4c826f2970813bcd06ee96f457,base,守门员FUNNEL in71/out422 ret=0.000（漏斗形状，判明身份后回填标签库）,1381,jesse cluster,2026-07-18
0x616000e384ef1c2b52f5f3a88d57a3b64f23757e,base,守门员FUNNEL in69/out37 ret=0.000（漏斗形状，判明身份后回填标签库）,592,jesse cluster,2026-07-18
0x785648669b8e90a75a6a8de682258957f9028462,base,守门员FUNNEL in3583/out11534 ret=0.000（漏斗形状，判明身份后回填标签库）,456522,jesse cluster,2026-07-18
0x07438f04d1045a2a11f5fce0f7f134caff5cf7c5,base,守门员FUNNEL in40/out45 ret=0.000（漏斗形状，判明身份后回填标签库）,249,jesse cluster,2026-07-18
0x1a921a362c418a21c7436de636f059ce3290267f,base,守门员FUNNEL in48/out30 ret=0.000（漏斗形状，判明身份后回填标签库）,132,jesse cluster,2026-07-18
0x0554a2857afcb67ca14181461a8eb2699ed90a98,base,守门员FUNNEL in311/out277 ret=0.049（漏斗形状，判明身份后回填标签库）,10403,jesse cluster,2026-07-18
0xc31e0a51dfe18440d487b952b3f960052d811649,base,守门员FUNNEL in4533/out826 ret=0.000（漏斗形状，判明身份后回填标签库）,175341,jesse cluster,2026-07-18
0xa9c0cded336699547aac4f9de5a11ada979bc59a,base,守门员FUNNEL in73/out83 ret=0.000（漏斗形状，判明身份后回填标签库）,612,jesse cluster,2026-07-18
0xcd824d675a52ac543d3d826beef08742e8b53e13,base,守门员FUNNEL in135/out98 ret=0.000（漏斗形状，判明身份后回填标签库）,856,jesse cluster,2026-07-18
0x227da4f037ab0ea141fcfd37bea1aa6f488cabf1,base,守门员FUNNEL in4556/out2641 ret=0.003（漏斗形状，判明身份后回填标签库）,96542,jesse cluster,2026-07-18
0xbe6e0de8f96c8decb7ab3734247e7774f6609f84,base,守门员FUNNEL in179/out161 ret=0.045（漏斗形状，判明身份后回填标签库）,12938,jesse cluster,2026-07-18
0x4e40ff3be6bda5b131c91520fa73515076eee098,base,守门员FUNNEL in1974/out2662 ret=0.001（漏斗形状，判明身份后回填标签库）,504069,jesse cluster,2026-07-18
0x35d21a56f259045f2b744b874658fecc03d5ad3f,base,守门员FUNNEL in45/out91 ret=0.000（漏斗形状，判明身份后回填标签库）,1357,jesse cluster,2026-07-18
0x4bab2cb2ed6ee2d564ba5398cab4161d95e58f1b,base,守门员FUNNEL in33/out61 ret=0.000（漏斗形状，判明身份后回填标签库）,200,jesse cluster,2026-07-18
0xb65ecea7ba9765eabae22867d538a35eef6e4bd6,base,守门员FUNNEL in59/out302 ret=0.000（漏斗形状，判明身份后回填标签库）,4207,jesse cluster,2026-07-18
0xc52436e43a1ac8e5fe995729bed0a13dd0caebde,base,守门员FUNNEL in40/out64 ret=0.000（漏斗形状，判明身份后回填标签库）,338,jesse cluster,2026-07-18
0xd7f1dd5d49206349cae8b585fcb0ce3d96f1696f,base,守门员FUNNEL in208/out321 ret=0.000（漏斗形状，判明身份后回填标签库）,2284,jesse cluster,2026-07-18
0x6a2754867af13749ec3f1974e072f8bdb6e9f993,base,守门员FUNNEL in83/out95 ret=0.000（漏斗形状，判明身份后回填标签库）,1425,jesse cluster,2026-07-18
0x7beaec7ea579c656f4272e409b6bfda9f8ad8941,base,守门员FUNNEL in99/out105 ret=0.000（漏斗形状，判明身份后回填标签库）,1445,jesse cluster,2026-07-18
0xa358468cfa50599172d71b45a7008e08058b21b2,base,守门员FUNNEL in120/out120 ret=0.000（漏斗形状，判明身份后回填标签库）,20259,jesse cluster,2026-07-18
0xc10ee9031f2a0b84766a86b55a8d90f357910fb4,base,守门员FUNNEL in44/out38 ret=0.000（漏斗形状，判明身份后回填标签库）,2707,jesse cluster,2026-07-18
0x599bfa1039c9e22603f15642b711d56be62071f4,base,守门员FUNNEL in47/out31 ret=0.000（漏斗形状，判明身份后回填标签库）,257,jesse cluster,2026-07-18
0x23a9b03255be1569dbbca7e3599616d3ba8a100f,base,守门员FUNNEL in64/out103 ret=0.000（漏斗形状，判明身份后回填标签库）,20854,jesse cluster,2026-07-18
0xea758cac6115309b325c582fd0782d79e3502177,base,守门员FUNNEL in4914/out9272 ret=0.000（漏斗形状，判明身份后回填标签库）,302653,jesse cluster,2026-07-18
0xadcc96b0bd79388ad549edd638a3137587ed07d0,base,守门员FUNNEL in33/out37 ret=0.000（漏斗形状，判明身份后回填标签库）,12684,jesse cluster,2026-07-18
0x96536062e9191b5838807122f82d13ca4ec52541,base,守门员FUNNEL in44/out36 ret=0.000（漏斗形状，判明身份后回填标签库）,239,jesse cluster,2026-07-18
0xdc5d8200a030798bc6227240f68b4dd9542686ef,base,守门员FUNNEL in3620/out2634 ret=0.000（漏斗形状，判明身份后回填标签库）,39891,jesse cluster,2026-07-18
0x69460570c93f9de5e2edbc3052bf10125f0ca22d,base,守门员FUNNEL in76/out76 ret=0.000（漏斗形状，判明身份后回填标签库）,573,jesse cluster,2026-07-18
0x0a2854fbbd9b3ef66f17d47284e7f899b9509330,base,守门员FUNNEL in733/out625 ret=0.000（漏斗形状，判明身份后回填标签库）,4683,jesse cluster,2026-07-18
0x49fb9c16b9b2a19452633573603c837673fd7e04,base,守门员FUNNEL in1125/out1713 ret=0.000（漏斗形状，判明身份后回填标签库）,20689,jesse cluster,2026-07-18
0xff6b685259dc9d6eda0bf24fc0621876bda992a9,base,守门员FUNNEL in6464/out879 ret=0.000（漏斗形状，判明身份后回填标签库）,209874,jesse cluster,2026-07-18
0x645aaf0e86c698610e83a27a0b98ee76048f5103,base,守门员FUNNEL in68/out100 ret=0.000（漏斗形状，判明身份后回填标签库）,853,jesse cluster,2026-07-18
0x00000000009726632680fb29d3f7a9734e3010e2,base,守门员FUNNEL in595/out455 ret=0.000（漏斗形状，判明身份后回填标签库）,5560,jesse cluster,2026-07-18
0x8f10b468b06c6fd214b65f87778827f7d113f996,base,守门员FUNNEL in162/out226 ret=0.000（漏斗形状，判明身份后回填标签库）,10550,jesse cluster,2026-07-18
0xbf849d99e3182cb9c8654c797d404c339d93b146,base,守门员FUNNEL in160/out161 ret=0.000（漏斗形状，判明身份后回填标签库）,19771,jesse cluster,2026-07-18
0x6b6e87d2cc438c287a5550a8732c302454e4382b,base,守门员FUNNEL in184/out71 ret=0.000（漏斗形状，判明身份后回填标签库）,916,jesse cluster,2026-07-18
