address,chain,name,category,source,added_date
0xd9d93951896b4ef97d251334ef2a0e39f6f6d7d7,eth,Binance: Binance 35,cex,spellbook-cex-evms,2022-08-28
0xd9d93951896b4ef97d251334ef2a0e39f6f6d7d7,base,Binance: Binance 35,cex,spellbook-cex-evms,2022-08-28
0xd9d93951896b4ef97d251334ef2a0e39f6f6d7d7,bsc,Binance: Binance 35,cex,spellbook-cex-evms,2022-08-28
0x19184ab45c40c2920b0e0e31413b9434abd243ed,eth,Binance: Binance 39,cex,spellbook-cex-evms,2023-08-31
0x19184ab45c40c2920b0e0e31413b9434abd243ed,base,Binance: Binance 39,cex,spellbook-cex-evms,2023-08-31
0x19184ab45c40c2920b0e0e31413b9434abd243ed,bsc,Binance: Binance 39,cex,spellbook-cex-evms,2023-08-31
0x294b9b133ca7bc8ed2cdd03ba661a4c6d3a834d9,eth,Binance: Binance 41,cex,spellbook-cex-evms,2022-08-28
0x294b9b133ca7bc8ed2cdd03ba661a4c6d3a834d9,base,Binance: Binance 41,cex,spellbook-cex-evms,2022-08-28
0x294b9b133ca7bc8ed2cdd03ba661a4c6d3a834d9,bsc,Binance: Binance 41,cex,spellbook-cex-evms,2022-08-28
0x5d7f34372fa8708e09689d400a613eee67f75543,eth,Binance: Binance 42,cex,spellbook-cex-evms,2022-08-28
0x5d7f34372fa8708e09689d400a613eee67f75543,base,Binance: Binance 42,cex,spellbook-cex-evms,2022-08-28
0x5d7f34372fa8708e09689d400a613eee67f75543,bsc,Binance: Binance 42,cex,spellbook-cex-evms,2022-08-28
0x515b72ed8a97f42c568d6a143232775018f133c8,eth,Binance: Binance 43,cex,spellbook-cex-evms,2023-11-20
0x515b72ed8a97f42c568d6a143232775018f133c8,base,Binance: Binance 43,cex,spellbook-cex-evms,2023-11-20
0x515b72ed8a97f42c568d6a143232775018f133c8,bsc,Binance: Binance 43,cex,spellbook-cex-evms,2023-11-20
0x631fc1ea2270e98fbd9d92658ece0f5a269aa161,eth,Binance: Binance 44,cex,spellbook-cex-evms,2023-11-20
0x631fc1ea2270e98fbd9d92658ece0f5a269aa161,base,Binance: Binance 44,cex,spellbook-cex-evms,2023-11-20
0x631fc1ea2270e98fbd9d92658ece0f5a269aa161,bsc,Binance: Binance 44,cex,spellbook-cex-evms,2023-11-20
0xbd612a3f30dca67bf60a39fd0d35e39b7ab80774,eth,Binance: Binance 45,cex,spellbook-cex-evms,2023-11-20
0xbd612a3f30dca67bf60a39fd0d35e39b7ab80774,base,Binance: Binance 45,cex,spellbook-cex-evms,2023-11-20
0xbd612a3f30dca67bf60a39fd0d35e39b7ab80774,bsc,Binance: Binance 45,cex,spellbook-cex-evms,2023-11-20
0x161ba15a5f335c9f06bb5bbb0a9ce14076fbb645,eth,Binance: Binance 46,cex,spellbook-cex-evms,2023-11-20
0x161ba15a5f335c9f06bb5bbb0a9ce14076fbb645,base,Binance: Binance 46,cex,spellbook-cex-evms,2023-11-20
0x161ba15a5f335c9f06bb5bbb0a9ce14076fbb645,bsc,Binance: Binance 46,cex,spellbook-cex-evms,2023-11-20
0x3c783c21a0383057d128bae431894a5c19f9cf06,eth,Binance: Binance 47,cex,spellbook-cex-evms,2023-11-20
0x3c783c21a0383057d128bae431894a5c19f9cf06,base,Binance: Binance 47,cex,spellbook-cex-evms,2023-11-20
0x3c783c21a0383057d128bae431894a5c19f9cf06,bsc,Binance: Binance 47,cex,spellbook-cex-evms,2023-11-20
0xe7804c37c13166ff0b37f5ae0bb07a3aebb6e245,eth,Binance: Binance 48,cex,spellbook-cex-evms,2023-11-20
0xe7804c37c13166ff0b37f5ae0bb07a3aebb6e245,base,Binance: Binance 48,cex,spellbook-cex-evms,2023-11-20
0xe7804c37c13166ff0b37f5ae0bb07a3aebb6e245,bsc,Binance: Binance 48,cex,spellbook-cex-evms,2023-11-20
0x9f8c163cba728e99993abe7495f06c0a3c8ac8b9,eth,Binance: Binance 49,cex,spellbook-cex-evms,2023-11-20
0x9f8c163cba728e99993abe7495f06c0a3c8ac8b9,base,Binance: Binance 49,cex,spellbook-cex-evms,2023-11-20
0x9f8c163cba728e99993abe7495f06c0a3c8ac8b9,bsc,Binance: Binance 49,cex,spellbook-cex-evms,2023-11-20
0xb1256d6b31e4ae87da1d56e5890c66be7f1c038e,eth,Binance: Binance 50,cex,spellbook-cex-evms,2023-11-20
0xb1256d6b31e4ae87da1d56e5890c66be7f1c038e,base,Binance: Binance 50,cex,spellbook-cex-evms,2023-11-20
0xb1256d6b31e4ae87da1d56e5890c66be7f1c038e,bsc,Binance: Binance 50,cex,spellbook-cex-evms,2023-11-20
0x8894e0a0c962cb723c1976a4421c95949be2d4e3,eth,Binance: Binance 51,cex,spellbook-cex-evms,2023-11-20
0x8894e0a0c962cb723c1976a4421c95949be2d4e3,base,Binance: Binance 51,cex,spellbook-cex-evms,2023-11-20
0x8894e0a0c962cb723c1976a4421c95949be2d4e3,bsc,Binance: Binance 51,cex,spellbook-cex-evms,2023-11-20
0x01c952174c24e1210d26961d456a77a39e1f0bb0,eth,Binance: Binance 52,cex,spellbook-cex-evms,2023-11-20
0x01c952174c24e1210d26961d456a77a39e1f0bb0,base,Binance: Binance 52,cex,spellbook-cex-evms,2023-11-20
0x01c952174c24e1210d26961d456a77a39e1f0bb0,bsc,Binance: Binance 52,cex,spellbook-cex-evms,2023-11-20
0x082489a616ab4d46d1947ee3f912e080815b08da,eth,Binance: Binance 53,cex,spellbook-cex-evms,2023-11-20
0x082489a616ab4d46d1947ee3f912e080815b08da,base,Binance: Binance 53,cex,spellbook-cex-evms,2023-11-20
0x082489a616ab4d46d1947ee3f912e080815b08da,bsc,Binance: Binance 53,cex,spellbook-cex-evms,2023-11-20
0xb38e8c17e38363af6ebdcb3dae12e0243582891d,eth,Binance: Binance 54,cex,spellbook-cex-evms,2023-11-20
0xb38e8c17e38363af6ebdcb3dae12e0243582891d,base,Binance: Binance 54,cex,spellbook-cex-evms,2023-11-20
0xb38e8c17e38363af6ebdcb3dae12e0243582891d,bsc,Binance: Binance 54,cex,spellbook-cex-evms,2023-11-20
0xacd03d601e5bb1b275bb94076ff46ed9d753435a,eth,Binance: Binance 55,cex,spellbook-cex-evms,2023-11-20
0xacd03d601e5bb1b275bb94076ff46ed9d753435a,base,Binance: Binance 55,cex,spellbook-cex-evms,2023-11-20
0xacd03d601e5bb1b275bb94076ff46ed9d753435a,bsc,Binance: Binance 55,cex,spellbook-cex-evms,2023-11-20
0x1b5b4e441f5a22bfd91b7772c780463f66a74b35,eth,Binance: Binance 56,cex,spellbook-cex-evms,2023-11-20
0x1b5b4e441f5a22bfd91b7772c780463f66a74b35,base,Binance: Binance 56,cex,spellbook-cex-evms,2023-11-20
0x1b5b4e441f5a22bfd91b7772c780463f66a74b35,bsc,Binance: Binance 56,cex,spellbook-cex-evms,2023-11-20
0x17b692ae403a8ff3a3b2ed7676cf194310dde9af,eth,Binance: Binance 57,cex,spellbook-cex-evms,2023-11-20
0x17b692ae403a8ff3a3b2ed7676cf194310dde9af,base,Binance: Binance 57,cex,spellbook-cex-evms,2023-11-20
0x17b692ae403a8ff3a3b2ed7676cf194310dde9af,bsc,Binance: Binance 57,cex,spellbook-cex-evms,2023-11-20
0x8ff804cc2143451f454779a40de386f913dcff20,eth,Binance: Binance 58,cex,spellbook-cex-evms,2023-11-22
0x8ff804cc2143451f454779a40de386f913dcff20,base,Binance: Binance 58,cex,spellbook-cex-evms,2023-11-22
0x8ff804cc2143451f454779a40de386f913dcff20,bsc,Binance: Binance 58,cex,spellbook-cex-evms,2023-11-22
0xad9ffffd4573b642959d3b854027735579555cbc,eth,Binance: Binance 59,cex,spellbook-cex-evms,2023-11-22
0xad9ffffd4573b642959d3b854027735579555cbc,base,Binance: Binance 59,cex,spellbook-cex-evms,2023-11-22
0xad9ffffd4573b642959d3b854027735579555cbc,bsc,Binance: Binance 59,cex,spellbook-cex-evms,2023-11-22
0x7a8a34db9acd10c3b6277473b192fe47192569ca,eth,Binance: Binance 60,cex,spellbook-cex-evms,2023-11-22
0x7a8a34db9acd10c3b6277473b192fe47192569ca,base,Binance: Binance 60,cex,spellbook-cex-evms,2023-11-22
0x7a8a34db9acd10c3b6277473b192fe47192569ca,bsc,Binance: Binance 60,cex,spellbook-cex-evms,2023-11-22
0x1d40b233cdf2cc0cdc347d5401d5b02c2831a0c1,eth,Binance: Binance 61,cex,spellbook-cex-evms,2023-11-22
0x1d40b233cdf2cc0cdc347d5401d5b02c2831a0c1,base,Binance: Binance 61,cex,spellbook-cex-evms,2023-11-22
0x1d40b233cdf2cc0cdc347d5401d5b02c2831a0c1,bsc,Binance: Binance 61,cex,spellbook-cex-evms,2023-11-22
0x4fabb145d64652a948d72533023f6e7a623c7c53,eth,Binance: Binance 62,cex,spellbook-cex-evms,2023-11-22
0x4fabb145d64652a948d72533023f6e7a623c7c53,base,Binance: Binance 62,cex,spellbook-cex-evms,2023-11-22
0x4fabb145d64652a948d72533023f6e7a623c7c53,bsc,Binance: Binance 62,cex,spellbook-cex-evms,2023-11-22
0xf2de20dbf4b224af77aa4ff446f43318800bd6b4,eth,Binance: Binance 63,cex,spellbook-cex-evms,2023-11-22
0xf2de20dbf4b224af77aa4ff446f43318800bd6b4,base,Binance: Binance 63,cex,spellbook-cex-evms,2023-11-22
0xf2de20dbf4b224af77aa4ff446f43318800bd6b4,bsc,Binance: Binance 63,cex,spellbook-cex-evms,2023-11-22
0x7ab33ad1e91ddf6d5edf69a79d5d97a9c49015d4,eth,Binance: Binance 64,cex,spellbook-cex-evms,2023-11-22
0x7ab33ad1e91ddf6d5edf69a79d5d97a9c49015d4,base,Binance: Binance 64,cex,spellbook-cex-evms,2023-11-22
0x7ab33ad1e91ddf6d5edf69a79d5d97a9c49015d4,bsc,Binance: Binance 64,cex,spellbook-cex-evms,2023-11-22
0x4d072a68d0428a9a3054e03ad7ee61c557b537ab,eth,Binance: Binance 65,cex,spellbook-cex-evms,2023-11-22
0x4d072a68d0428a9a3054e03ad7ee61c557b537ab,base,Binance: Binance 65,cex,spellbook-cex-evms,2023-11-22
0x4d072a68d0428a9a3054e03ad7ee61c557b537ab,bsc,Binance: Binance 65,cex,spellbook-cex-evms,2023-11-22
0x1763f1a93815ee6e6bc3c4475d31cc9570716db2,eth,Binance: Binance 66,cex,spellbook-cex-evms,2023-11-22
0x1763f1a93815ee6e6bc3c4475d31cc9570716db2,base,Binance: Binance 66,cex,spellbook-cex-evms,2023-11-22
0x1763f1a93815ee6e6bc3c4475d31cc9570716db2,bsc,Binance: Binance 66,cex,spellbook-cex-evms,2023-11-22
0x972bed5493f7e7bdc760265fbb4d8e73ea89e453,eth,Binance: Binance 67,cex,spellbook-cex-evms,2023-11-22
0x972bed5493f7e7bdc760265fbb4d8e73ea89e453,base,Binance: Binance 67,cex,spellbook-cex-evms,2023-11-22
0x972bed5493f7e7bdc760265fbb4d8e73ea89e453,bsc,Binance: Binance 67,cex,spellbook-cex-evms,2023-11-22
0x290275e3db66394c52272398959845170e4dcb88,eth,Binance: Binance 68,cex,spellbook-cex-evms,2024-04-04
0x290275e3db66394c52272398959845170e4dcb88,base,Binance: Binance 68,cex,spellbook-cex-evms,2024-04-04
0x290275e3db66394c52272398959845170e4dcb88,bsc,Binance: Binance 68,cex,spellbook-cex-evms,2024-04-04
0x505e71695e9bc45943c58adec1650577bca68fd9,eth,Binance: Binance 69,cex,spellbook-cex-evms,2024-04-04
0x505e71695e9bc45943c58adec1650577bca68fd9,base,Binance: Binance 69,cex,spellbook-cex-evms,2024-04-04
0x505e71695e9bc45943c58adec1650577bca68fd9,bsc,Binance: Binance 69,cex,spellbook-cex-evms,2024-04-04
0x001ceb373c83ae75b9f5cf78fc2aba3e185d09e2,eth,Binance: Binance 70,cex,spellbook-cex-evms,2024-04-20
0x001ceb373c83ae75b9f5cf78fc2aba3e185d09e2,base,Binance: Binance 70,cex,spellbook-cex-evms,2024-04-20
0x001ceb373c83ae75b9f5cf78fc2aba3e185d09e2,bsc,Binance: Binance 70,cex,spellbook-cex-evms,2024-04-20
0x07b664c8af37eddaa7e3b6030ed1f494975e9dfb,eth,Binance: Binance 71,cex,spellbook-cex-evms,2024-10-06
0x07b664c8af37eddaa7e3b6030ed1f494975e9dfb,base,Binance: Binance 71,cex,spellbook-cex-evms,2024-10-06
0x07b664c8af37eddaa7e3b6030ed1f494975e9dfb,bsc,Binance: Binance 71,cex,spellbook-cex-evms,2024-10-06
0x0e4158c85ff724526233c1aeb4ff6f0c46827fbe,eth,Binance: Binance 72,cex,spellbook-cex-evms,2024-04-20
0x0e4158c85ff724526233c1aeb4ff6f0c46827fbe,base,Binance: Binance 72,cex,spellbook-cex-evms,2024-04-20
0x0e4158c85ff724526233c1aeb4ff6f0c46827fbe,bsc,Binance: Binance 72,cex,spellbook-cex-evms,2024-04-20
0xb32e9a84ae0b55b8ab715e4ac793a61b277bafa3,eth,Binance: Binance 73,cex,spellbook-cex-evms,2024-04-20
0xb32e9a84ae0b55b8ab715e4ac793a61b277bafa3,base,Binance: Binance 73,cex,spellbook-cex-evms,2024-04-20
0xb32e9a84ae0b55b8ab715e4ac793a61b277bafa3,bsc,Binance: Binance 73,cex,spellbook-cex-evms,2024-04-20
0xa7c0d36c4698981fab42a7d8c783674c6fe2592d,eth,Binance: Binance 74,cex,spellbook-cex-evms,2024-04-20
0xa7c0d36c4698981fab42a7d8c783674c6fe2592d,base,Binance: Binance 74,cex,spellbook-cex-evms,2024-04-20
0xa7c0d36c4698981fab42a7d8c783674c6fe2592d,bsc,Binance: Binance 74,cex,spellbook-cex-evms,2024-04-20
0xa84fd90d8640fa63d194601e0b2d1c9094297083,eth,Binance: Binance 75,cex,spellbook-cex-evms,2024-04-20
0xa84fd90d8640fa63d194601e0b2d1c9094297083,base,Binance: Binance 75,cex,spellbook-cex-evms,2024-04-20
0xa84fd90d8640fa63d194601e0b2d1c9094297083,bsc,Binance: Binance 75,cex,spellbook-cex-evms,2024-04-20
0x3304e22ddaa22bcdc5fca2269b418046ae7b566a,eth,Binance: Binance 76,cex,spellbook-cex-evms,2024-04-20
0x3304e22ddaa22bcdc5fca2269b418046ae7b566a,base,Binance: Binance 76,cex,spellbook-cex-evms,2024-04-20
0x3304e22ddaa22bcdc5fca2269b418046ae7b566a,bsc,Binance: Binance 76,cex,spellbook-cex-evms,2024-04-20
0x923fc76cb13a14e5a87843d309c9f401ec498e2d,eth,Binance: Binance 77,cex,spellbook-cex-evms,2024-04-20
0x923fc76cb13a14e5a87843d309c9f401ec498e2d,base,Binance: Binance 77,cex,spellbook-cex-evms,2024-04-20
0x923fc76cb13a14e5a87843d309c9f401ec498e2d,bsc,Binance: Binance 77,cex,spellbook-cex-evms,2024-04-20
0x3cdfb47b0e910d9190ed788726cd72489bf10499,eth,Binance: Binance 78,cex,spellbook-cex-evms,2024-04-20
0x3cdfb47b0e910d9190ed788726cd72489bf10499,base,Binance: Binance 78,cex,spellbook-cex-evms,2024-04-20
